Accession,Uniprot,Full.Uniprot,Description,R1.X127_N.126,R2X127_N.126,R1.X127_C.126,R1.X128_N.126,R2X127_C.126,R2X128_N.126,R1.X128_C.126,R1.X129_N.126,R2X128_C.126,R2X129_N.126,R1.X129_C.126,R1.X130_N.126,R2X129_C.126,R2X130_N.126,R1.X130_C.126,R1.X131.126,R2X130_C.126,R2X131.126
115459636,Q7XU74,sp|Q7XU74|PX114_ORYSJ,Peroxisomal membrane protein 11-4 OS=Oryza sativa subsp. japonica OX=39947 GN=PEX11-4 PE=2 SV=2,0.99,1.063,0.996,0.924,0.964,1.051,0.834,0.833,0.843,0.852,0.9,0.986,0.861,0.829,0.866,0.918,0.892,0.947
115459670,Q7FB12,sp|Q7FB12|NDHM_ORYSJ,"NAD(P)H-quinone oxidoreductase subunit M, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=ndhM PE=2 SV=1",0.907,0.964,0.95,0.981,0.978,1.006,0.839,0.754,0.811,0.816,0.964,0.996,0.925,0.883,0.9,1.049,0.898,0.86
115460328,Q7X806,tr|Q7X806|Q7X806_ORYSJ,OSJNBa0041A02.4 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0601400 PE=2 SV=2,1.033,1.016,1.008,1.245,0.939,1.155,0.794,1.069,0.874,0.996,0.896,0.924,0.853,0.856,1.27,1.236,1.09,1.044
115461036,Q7XPY2,sp|Q7XPY2|PMA1_ORYSJ,Plasma membrane ATPase OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0656100 PE=2 SV=1,0.972,0.987,0.859,0.901,0.828,0.772,0.823,0.786,0.803,0.729,0.927,0.93,0.903,0.923,0.989,0.879,0.967,0.94
115461044,Q7FAL6,tr|Q7FAL6|Q7FAL6_ORYSJ,OSJNBa0071I13.18 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0657300 PE=3 SV=1,0.862,0.993,1.047,0.896,1.085,1.171,0.814,0.844,0.829,0.826,1.078,1.031,1.102,0.808,1.047,0.889,0.99,0.996
115461056,Q7XN85,tr|Q7XN85|Q7XN85_ORYSJ,OSJNBa0011F23.7 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0658300 PE=4 SV=2,1.009,0.977,1.031,1.029,0.948,0.901,0.804,0.812,0.821,0.63,0.912,1.003,0.875,0.877,0.902,0.947,0.976,0.819
115461118,Q0J9B4,tr|Q0J9B4|Q0J9B4_ORYSJ,Os04g0662800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0662800 PE=4 SV=1,0.94,1.013,1.001,1.004,1.003,0.994,0.826,0.9,0.83,1.056,0.929,0.774,0.954,0.9,1.188,1.038,1.131,1.063
115461615,Q75M18,tr|Q75M18|Q75M18_ORYSJ,Methionine S-methyltransferase OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0105000 PE=2 SV=1,0.85,1.014,0.932,0.866,1.103,1.059,0.69,0.67,0.831,0.868,0.962,0.856,0.973,0.878,0.889,0.909,1.031,1.073
115461879,Q688R1,sp|Q688R1|MTP1_ORYSJ,Metal tolerance protein 1 OS=Oryza sativa subsp. japonica OX=39947 GN=MTP1 PE=2 SV=1,0.989,1.029,1.015,1.037,1.057,1.182,0.941,0.815,0.855,0.917,0.962,0.903,1.11,1.144,0.979,0.824,0.981,0.843
115461963,Q75L39,tr|Q75L39|Q75L39_ORYSJ,Os05g0136900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0136900 PE=2 SV=1,0.947,0.677,1.51,1.137,1.388,0.874,0.576,0.625,0.416,0.514,1.023,1.023,0.83,0.557,0.911,0.868,0.707,0.751
115462253,Q6ATB2,sp|Q6ATB2|CRSH2_ORYSJ,"Probable GTP diphosphokinase CRSH2, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=CRSH2 PE=2 SV=1",1.036,1.159,1.092,1.05,0.995,0.94,0.577,0.556,0.662,0.632,0.868,0.92,0.854,0.924,1.008,1.197,1.02,1.037
115464035,Q5TKJ2,tr|Q5TKJ2|Q5TKJ2_ORYSJ,Os05g0429400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0429400 PE=4 SV=1,1.02,0.998,1.069,1.161,1.051,0.881,0.923,0.897,0.888,0.947,1.056,0.975,1.031,0.998,1.166,1.068,1.115,1.061
115464509,Q75GM0,tr|Q75GM0|Q75GM0_ORYSJ,Os05g0480400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0480400 PE=2 SV=1,1.032,0.917,1.122,1.154,1.077,0.871,0.871,0.798,0.853,0.87,1.069,0.827,1.016,1.06,1.154,1.032,1.064,1.048
115464757,Q60EA3,tr|Q60EA3|Q60EA3_ORYSJ,Os05g0503300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0503300 PE=4 SV=1,0.901,0.965,0.866,0.872,0.87,0.919,0.736,0.778,0.745,0.849,0.824,0.907,0.82,0.857,0.846,0.929,0.857,0.984
115464905,Q75II5,tr|Q75II5|Q75II5_ORYSJ,Folate gamma-glutamyl hydrolase OS=Oryza sativa subsp. japonica OX=39947 GN=Os05g0517500 PE=2 SV=1,1.159,1.045,1.114,1.054,1.085,0.936,0.891,0.948,0.904,0.812,1.032,1.153,0.97,1.098,1.021,1.065,0.92,1.031
115465862,Q0DFC9,sp|Q0DFC9|PLAS_ORYSJ,"Plastocyanin, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=PETE PE=1 SV=1",1.037,0.987,0.867,0.931,0.874,0.851,0.763,0.703,0.748,0.871,0.892,0.989,0.873,0.805,0.816,1.061,0.798,0.927
115465942,P41344,sp|P41344|FENR1_ORYSJ,"Ferredoxin--NADP reductase, leaf isozyme 1, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=LFNR1 PE=1 SV=1",0.954,0.978,0.991,0.967,1.006,0.992,0.788,0.812,0.77,0.875,1.038,1.076,1.051,0.882,0.935,1.012,0.951,0.926
115466002,Q9LWT7,tr|Q9LWT7|Q9LWT7_ORYSJ,Os06g0113900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0541H01.18-1 PE=2 SV=1,1.015,1.031,1.079,1.034,1.088,1.071,0.816,0.936,0.857,0.999,1.073,0.954,1.131,1.071,1.194,0.99,1.224,1.072
115466656,Q5VRF4,tr|Q5VRF4|Q5VRF4_ORYSJ,Os06g0168700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0168700 PE=2 SV=1,0.996,1.09,1.013,1.005,1.014,0.773,0.931,0.747,0.851,0.631,1.022,1.058,1.118,1.095,1.245,0.963,1.31,1.145
115466734,Q8H616,tr|Q8H616|Q8H616_ORYSJ,Os06g0178900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0178900 PE=2 SV=1,1.224,1.167,1.12,1.129,1.114,0.914,0.87,0.895,0.796,0.693,0.966,1.068,0.919,1.232,1.068,0.907,1.163,0.984
115467636,Q5VME5,tr|Q5VME5|Q5VME5_ORYSJ,Glycosyltransferase OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0289900 PE=2 SV=1,1.376,1.723,1.383,1.451,1.383,1.176,0.578,0.62,0.573,1.056,0.958,0.782,0.992,1.107,1.567,1.512,1.793,1.148
115467746,Q5Z4M6,tr|Q5Z4M6|Q5Z4M6_ORYSJ,Os06g0308000 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0308000 PE=2 SV=1,1.16,1.116,1.035,0.963,1.012,1.162,0.902,0.877,1.008,0.979,1.129,1.198,1.126,1.183,0.977,1.22,0.971,1.058
115469130,Q67WH3,tr|Q67WH3|Q67WH3_ORYSJ,Os06g0640500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os06g0640500 PE=3 SV=1,1.149,1.263,1.275,1.184,1.222,1.208,0.74,0.724,0.651,1.07,1.085,1.289,1.162,0.976,1.199,1.201,1.212,1.129
115469202,Q94LW4,sp|Q94LW4|KNOSB_ORYSJ,Homeobox protein knotted-1-like 11 OS=Oryza sativa subsp. japonica OX=39947 GN=HOS59 PE=2 SV=2,0.984,0.893,0.886,0.954,0.91,0.814,0.793,0.68,0.598,0.593,1.027,0.885,1.021,0.742,1.069,1.057,1.152,1.016
115470221,Q8H3X4,tr|Q8H3X4|Q8H3X4_ORYSJ,Dirigent protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0585H11.104 PE=2 SV=1,1.187,1.142,1.065,1.127,1.1,1.024,0.883,0.885,0.89,1.033,1.015,1.031,1.008,1.104,1.173,1.043,1.18,1.124
115470235,Q69UU3,tr|Q69UU3|Q69UU3_ORYSJ,Os07g0108300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0585H11.115 PE=2 SV=1,1.01,1.013,1.01,1.001,1.018,1.048,0.822,0.806,0.843,0.841,0.91,1.027,0.907,0.816,0.834,0.983,0.869,0.964
115470293,Q7F1H3,tr|Q7F1H3|Q7F1H3_ORYSJ,Blue copper-binding protein-like OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1118_G09.114 PE=2 SV=1,1.265,1.134,1.077,1.176,1.144,1.005,0.797,0.787,0.576,1.045,1.074,0.975,1.248,1.134,1.222,1.292,1.054,1.203
115470621,Q6YT73,sp|Q6YT73|GLO5_ORYSJ,Peroxisomal (S)-2-hydroxy-acid oxidase GLO5 OS=Oryza sativa subsp. japonica OX=39947 GN=GLO5 PE=2 SV=1,0.911,0.942,1.014,1.031,1.03,0.962,0.8,0.823,0.833,0.866,0.879,0.946,0.916,0.831,0.832,0.945,0.878,0.88
115470657,A0A0P0X2H7,tr|A0A0P0X2H7|A0A0P0X2H7_ORYSJ,Os07g0158300 protein (Fragment) OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0158300 PE=4 SV=1,1.343,1.184,0.927,0.953,0.936,1.118,0.832,0.804,0.819,0.805,0.914,1.13,0.885,1.19,0.841,1.262,0.893,1.076
115471681,Q7XAL6,tr|Q7XAL6|Q7XAL6_ORYSJ,Os07g0409100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0492E07.115 PE=4 SV=1,1.003,1.046,0.981,1.059,1.016,0.93,0.88,0.805,0.928,0.897,1.006,0.983,1.007,0.898,1.145,1.013,1.148,0.99
115471983,Q0D6L9,tr|Q0D6L9|Q0D6L9_ORYSJ,Os07g0467200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0467200 PE=4 SV=1,0.892,0.898,1.081,1.112,1.069,0.838,0.819,0.803,0.797,0.735,1.016,0.89,0.993,0.849,1.019,1.019,0.95,0.924
115472875,Q7XII4,sp|Q7XII4|REM41_ORYSJ,Remorin 4.1 OS=Oryza sativa subsp. japonica OX=39947 GN=REM4.1 PE=1 SV=1,0.987,0.949,1.029,0.967,1.02,0.957,0.842,0.748,0.894,0.786,0.928,1.055,0.897,0.822,0.962,0.96,0.962,0.973
115473033,Q8GVE1,sp|Q8GVE1|CIGR2_ORYSJ,Chitin-inducible gibberellin-responsive protein 2 OS=Oryza sativa subsp. japonica OX=39947 GN=CIGR2 PE=2 SV=1,0.958,1.033,1.077,1.076,1.19,1.069,0.876,0.813,1.003,0.945,1.013,1.067,1.087,1.059,0.993,1.04,1.107,1.267
115473061,Q7XHN4,tr|Q7XHN4|Q7XHN4_ORYSJ,Os07g0586200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1113_E01.105-1 PE=2 SV=1,1.029,1.037,0.961,1.014,0.877,0.853,0.663,0.717,0.506,0.78,0.854,0.978,0.888,0.883,1.107,1.069,1.149,1.075
115473517,Q8H4E0,tr|Q8H4E0|Q8H4E0_ORYSJ,Os07g0630800 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0011H09.138 PE=2 SV=1,0.959,1.029,1.009,0.984,1.035,1.103,0.818,0.861,0.825,0.909,1.093,1.121,1.119,0.965,1.005,1.181,0.921,0.953
115473883,Q8H2U6,tr|Q8H2U6|Q8H2U6_ORYSJ,Os07g0661700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0453E03.109 PE=2 SV=2,0.886,0.931,1.117,1.08,1.042,0.925,0.823,0.814,0.835,0.841,0.949,0.866,0.953,0.924,0.956,0.98,1.001,0.836
115473907,A0A0P0XA86,tr|A0A0P0XA86|A0A0P0XA86_ORYSJ,Os07g0663700 protein (Fragment) OS=Oryza sativa subsp. japonica OX=39947 GN=Os07g0663700 PE=4 SV=1,1.117,1.098,1.222,1.129,1.197,1.185,0.985,0.948,0.982,1.087,1.282,1.301,1.295,0.994,1.219,1.13,1.263,1.238
115474033,Q6ZDW8,tr|Q6ZDW8|Q6ZDW8_ORYSJ,Os07g0674400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=P0618H09.12 PE=2 SV=1,1.134,1.218,1.006,1.073,1.077,1.114,0.839,0.768,0.836,0.944,1.009,0.991,1.032,0.864,1.322,1.022,1.342,1.295
115474337,Q6Z1Y6,sp|Q6Z1Y6|SNAT2_ORYSJ,"Serotonin N-acetyltransferase 2, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=SNAT2 PE=1 SV=1",0.907,1.021,1.058,0.965,1.023,0.97,0.82,0.82,0.863,0.903,1.049,1.032,1.077,1.033,0.986,0.981,0.964,0.991
115474427,Q6ZC69,sp|Q6ZC69|KAD2_ORYSJ,"Probable adenylate kinase 2, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0109300 PE=2 SV=1",0.963,1.056,1.001,0.965,0.994,1.023,0.877,0.779,0.801,0.8,0.911,0.994,0.893,0.825,0.85,1.012,0.85,0.92
115474837,Q84ZL5,tr|Q84ZL5|Q84ZL5_ORYSJ,DNA topoisomerase I OS=Oryza sativa subsp. japonica OX=39947 GN=OJ1066_B03.125 PE=3 SV=1,1.137,1.015,1.072,1.099,1.054,0.93,0.965,0.632,0.922,0.85,1.009,1.005,1.01,0.957,1.251,1.121,1.123,1.012
115476610,Q6Z9F9,tr|Q6Z9F9|Q6Z9F9_ORYSJ,Os08g0440100 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0440100 PE=2 SV=1,0.975,1.028,1.033,1.127,1.135,1.073,0.912,0.941,0.848,0.973,1.032,0.902,1.01,0.974,1.299,1.103,1.289,1.124
115476760,Q6ZBZ2,sp|Q6ZBZ2|GL814_ORYSJ,Germin-like protein 8-14 OS=Oryza sativa subsp. japonica OX=39947 GN=GER5 PE=1 SV=1,0.907,0.896,1.004,1.023,1.016,0.879,0.815,0.652,0.829,0.896,1,0.821,1.003,0.972,1.021,0.986,1.02,0.951
115476820,P16081,sp|P16081|NIA1_ORYSJ,Nitrate reductase [NADH] 1 OS=Oryza sativa subsp. japonica OX=39947 GN=NIA1 PE=2 SV=3,1.119,1.132,0.914,0.846,0.949,0.847,0.732,0.64,0.786,0.631,0.902,1.081,0.824,0.879,0.843,1.239,0.797,1.021
115476990,Q6ZDS0,tr|Q6ZDS0|Q6ZDS0_ORYSJ,Os08g0485900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0485900 PE=4 SV=1,0.951,0.998,1.064,1.03,1.044,0.983,0.84,0.864,0.835,0.829,0.997,1.016,1.037,0.896,0.934,0.982,0.898,0.933
115477148,Q6ZFI6,tr|Q6ZFI6|Q6ZFI6_ORYSJ,Os08g0502700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os08g0502700 PE=2 SV=1,1.033,0.966,1.012,1.07,1.005,0.974,0.81,0.854,0.771,0.807,0.951,1.049,0.952,0.809,0.907,1.018,0.917,0.915
115477210,Q84YK7,sp|Q84YK7|BGL27_ORYSJ,Beta-glucosidase 27 OS=Oryza sativa subsp. japonica OX=39947 GN=BGLU27 PE=2 SV=1,1.04,1.058,0.857,0.85,0.821,0.904,0.824,0.783,0.812,0.933,0.796,0.92,0.876,0.944,0.92,0.945,0.923,1.097
115477469,Q6ZI95,tr|Q6ZI95|Q6ZI95_ORYSJ,Purple acid phosphatase OS=Oryza sativa subsp. japonica OX=39947 GN=NPP1 PE=2 SV=1,1.288,1.381,0.863,0.869,0.999,1.168,0.523,0.503,0.651,0.829,0.738,0.796,0.768,1.006,1.191,1.099,1.187,1.087
115480705,Q650W6,tr|Q650W6|Q650W6_ORYSJ,Os09g0565200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os09g0565200 PE=2 SV=1,0.993,0.97,0.862,0.939,0.914,0.953,0.761,0.785,0.739,0.798,0.861,0.883,0.896,0.87,0.825,0.987,0.884,0.919
115481216,Q7G566,tr|Q7G566|Q7G566_ORYSJ,"Hsp20/alpha crystallin family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g07200 PE=2 SV=1",1.263,1.141,1.208,1.176,1.126,1.096,1.099,1.018,1.053,1.204,0.929,1.171,0.908,1.045,1.656,1.347,1.487,1.251
115481218,Q7G754,tr|Q7G754|Q7G754_ORYSJ,"Hsp20/alpha crystallin family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g07210 PE=2 SV=1",1.063,1.129,1.018,1.184,1.145,1.079,0.965,0.85,1.067,1.208,0.925,1,0.921,1.005,1.374,1.111,1.438,1.306
115482322,Q7XDQ5,tr|Q7XDQ5|Q7XDQ5_ORYSJ,Expressed protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g31810 PE=2 SV=1,1.075,0.921,1.07,1.16,1.048,0.981,0.991,0.845,0.929,0.729,0.936,0.847,0.994,0.89,1.025,1.046,1.016,0.94
115482342,Q94LR9,tr|Q94LR9|Q94LR9_ORYSJ,"3-ketoacyl-CoA thiolase 2, peroxisomal, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g31950 PE=2 SV=1",0.925,1.065,0.851,0.858,0.829,0.918,0.756,0.718,0.765,0.76,0.615,0.66,0.697,0.681,0.885,0.809,0.925,0.908
115482808,Q0IWK4,tr|Q0IWK4|Q0IWK4_ORYSJ,Os10g0503300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os10g0503300 PE=4 SV=1,0.746,1.378,1.241,1.204,1.149,0.797,0.515,0.516,0.438,0.471,0.383,0.571,0.379,0.375,0.836,0.956,0.778,0.981
115483040,Q945W3,tr|Q945W3|Q945W3_ORYSJ,"Glutathione S-transferase, N-terminal domain containing protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g38140 PE=2 SV=1",1.091,1.05,1.251,1.072,1.173,0.983,0.835,0.754,0.77,0.886,1.193,1.236,1.188,1.062,1.042,1.054,0.984,0.95
115483066,Q945W2,tr|Q945W2|Q945W2_ORYSJ,"Glutathione S-transferase GSTU6, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g38580 PE=2 SV=1",1.181,1.125,1.065,1.15,1.114,0.937,0.766,0.825,0.757,0.969,1.018,1.017,0.942,0.923,1.316,1.239,1.075,0.953
115483088,Q945W5,tr|Q945W5|Q945W5_ORYSJ,"Glutathione S-transferase GSTU6, putative, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os10g38710 PE=2 SV=1",0.929,1.054,1.045,1.005,1.078,1.066,0.809,0.874,0.84,0.664,0.946,0.945,0.949,0.954,0.986,0.79,0.997,0.948
115483212,Q7XCK0,tr|Q7XCK0|Q7XCK0_ORYSJ,Glutathione S-transferase OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBb0015I11.25 PE=2 SV=1,1.012,1.047,1.047,1.155,1.065,1.009,0.971,0.882,0.956,1.092,1.015,1.048,0.908,1.004,1.263,1.106,1.305,1.236
115484453,Q53NP8,tr|Q53NP8|Q53NP8_ORYSJ,Dirigent protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g07670 PE=2 SV=1,1.012,1.055,1.086,1.13,1.078,0.989,0.875,0.987,0.838,1.01,0.963,1,0.943,1.01,1.147,1.126,1.134,1.077
115484891,Q53N80,tr|Q53N80|Q53N80_ORYSJ,Os11g0242400 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g13850 PE=2 SV=1,1.004,1.056,1.005,1.042,1.034,1.014,0.83,0.823,0.847,0.818,0.904,1.031,0.961,0.929,0.959,1.134,0.948,0.963
115485731,Q2R3A1,sp|Q2R3A1|CHS1_ORYSJ,Chalcone synthase 1 OS=Oryza sativa subsp. japonica OX=39947 GN=CHS1 PE=2 SV=1,1.167,1.453,1.564,1.602,1.626,0.947,0.47,0.587,0.688,0.856,1.001,0.793,1,1.294,1.727,1.324,1.795,1.058
115486143,Q2R1P5,tr|Q2R1P5|Q2R1P5_ORYSJ,"Leucine Rich Repeat family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g38520 PE=4 SV=1",0.897,0.888,0.874,0.808,0.926,1.195,0.585,0.542,0.718,0.819,0.645,0.858,0.8,0.677,0.922,0.741,0.979,0.817
115486187,Q2R1J1,tr|Q2R1J1|Q2R1J1_ORYSJ,"ABC transporter family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g39020 PE=2 SV=1",0.992,1.1,0.974,0.897,0.96,0.973,0.898,0.793,0.868,0.81,0.9,1.003,0.86,0.882,0.893,1.134,0.948,1.064
115486369,Q2R0R2,tr|Q2R0R2|Q2R0R2_ORYSJ,"Cytochrome P450 family protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os11g41710 PE=2 SV=1",0.83,1.041,0.883,0.861,0.932,0.916,0.458,0.472,0.663,0.604,1.058,0.883,1.042,0.789,0.977,0.798,1.03,1.026
115487090,Q2QYE1,sp|Q2QYE1|APY3_ORYSJ,Probable apyrase 3 OS=Oryza sativa subsp. japonica OX=39947 GN=APY3 PE=2 SV=2,1.147,1.147,0.96,0.997,0.925,1.115,0.887,0.883,0.787,0.949,0.829,1.081,0.961,0.829,1.197,1.065,1.165,1.148
115487602,Q2QX08,tr|Q2QX08|Q2QX08_ORYSJ,Dirigent protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g07580 PE=3 SV=1,1.158,1.185,0.995,1.001,0.967,1.141,0.8,0.924,0.826,0.969,0.967,0.939,1.011,1.041,1.226,1.048,1.183,1.169
115487692,Q0IPL3,tr|Q0IPL3|Q0IPL3_ORYSJ,Os12g0189300 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os12g0189300 PE=4 SV=1,1.087,1.389,0.941,1.045,0.967,0.63,0.448,0.392,0.388,0.239,0.623,0.902,0.595,1.224,1.004,1.536,1.048,1.124
115488492,Q0ING3,sp|Q0ING3|SHT2_ORYSJ,Spermidine hydroxycinnamoyltransferase 2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os12g0458100 PE=3 SV=1,0.651,1.381,1.086,0.974,1.227,0.937,0.433,0.376,0.408,0.456,0.398,0.445,0.357,0.356,0.743,0.788,0.746,0.898
115488938,Q2QP54,tr|Q2QP54|Q2QP54_ORYSJ,"Elongation factor Ts, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=EFTS PE=3 SV=1",1.097,1.023,0.964,0.955,0.957,0.982,0.792,0.811,0.859,0.89,0.962,1.016,0.961,1.028,0.899,1.087,0.928,0.972
115489022,Q2QNS7,tr|Q2QNS7|Q2QNS7_ORYSJ,Os12g0555500 protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g36880 PE=2 SV=1,1.099,1.059,1.269,1.224,1.349,1.298,0.893,0.939,0.906,0.985,1.092,1.383,1.099,0.858,1.212,1.175,1.273,1.183
115489048,Q2QNN5,tr|Q2QNN5|Q2QNN5_ORYSJ,Lipoxygenase OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g37260 PE=3 SV=2,0.64,0.651,0.555,0.573,0.619,0.772,0.465,0.36,0.498,0.466,0.244,0.329,0.322,0.365,0.607,0.508,0.649,0.612
116308990,Q7XT44,tr|Q7XT44|Q7XT44_ORYSJ,OSJNBb0089K24.3 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0121100 PE=3 SV=2,1.348,1.096,1.031,1.088,0.928,1.07,0.596,0.701,0.677,0.768,0.759,1.179,0.728,0.727,1.125,1.26,1.026,1.201
116310227,Q0JCX3,tr|Q0JCX3|Q0JCX3_ORYSJ,Os04g0445200 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0445200 PE=2 SV=1,1.019,1.103,1.062,1.03,1.015,1.033,0.776,0.896,0.828,0.921,1.066,1.118,0.995,0.928,0.946,1.265,0.919,0.984
116317759,Q7XQC9,tr|Q7XQC9|Q7XQC9_ORYSJ,OSJNBb0060M15.2 protein OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBb0060M15.2 PE=4 SV=2,0.988,1.063,0.967,0.864,0.884,0.956,0.693,0.76,0.651,0.67,0.878,1.033,0.805,0.816,0.845,1.069,0.753,0.902
125527521,Q0JJS8,sp|Q0JJS8|HF101_ORYSJ,"Fe-S cluster assembly factor HCF101, chloroplastic OS=Oryza sativa subsp. japonica OX=39947 GN=HCF101 PE=3 SV=3",1.107,1.051,1.066,0.968,0.966,0.991,0.809,0.736,0.733,0.781,1.002,1.14,0.941,0.904,0.932,1.112,0.88,0.987
125532040,Q337Y2,sp|Q337Y2|CADH3_ORYSJ,Probable cinnamyl alcohol dehydrogenase 3 OS=Oryza sativa subsp. japonica OX=39947 GN=CAD3 PE=2 SV=1,1.049,1.136,1.136,1.035,1.116,1.174,0.8,0.828,0.921,0.983,0.969,1.06,0.949,0.833,1.292,1.035,1.13,1.045
125532159,A3C592,tr|A3C592|A3C592_ORYSJ,Os10g0447900 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os10g0447900 PE=4 SV=1,0.895,1.021,1.146,1.134,1.145,0.918,0.677,0.754,0.721,0.681,0.998,0.874,0.985,0.764,1.14,0.966,1.157,1.033
125535555,Q2QYK6,tr|Q2QYK6|Q2QYK6_ORYSJ,Chalcone-flavonone isomerase family protein OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os12g02370 PE=3 SV=1,1.296,1.357,1.596,1.505,1.538,1.204,0.596,0.748,0.664,0.953,1.2,0.999,1.179,1.367,1.723,1.56,1.533,1.09
125540091,Q0DZZ3,tr|Q0DZZ3|Q0DZZ3_ORYSJ,Os02g0589700 protein OS=Oryza sativa subsp. japonica OX=39947 GN=Os02g0589700 PE=4 SV=2,1.487,1.68,0.992,1.084,0.997,1.004,0.718,0.895,0.629,1.013,1.095,1.103,1.022,1.131,1.501,1.375,1.397,1.459
125542289,Q10S49,tr|Q10S49|Q10S49_ORYSJ,"Glutathione S-transferase, C-terminal domain containing protein, expressed OS=Oryza sativa subsp. japonica OX=39947 GN=LOC_Os03g04250 PE=3 SV=1",1.018,1.161,1.188,1.386,1.091,1.118,0.942,0.822,1.033,1.375,0.874,0.931,0.974,1.104,1.534,1.263,1.693,1.431
125549171,Q7XQQ7,tr|Q7XQQ7|Q7XQQ7_ORYSJ,"Elongation factor G, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=OSJNBa0091D06.15 PE=3 SV=2",1.024,1.085,0.947,0.933,0.969,1.036,0.82,0.799,0.86,0.78,0.913,1.041,0.923,1.024,0.89,1.084,0.909,0.973
125552368,B9FIP1,tr|B9FIP1|B9FIP1_ORYSJ,AB hydrolase-1 domain-containing protein OS=Oryza sativa subsp. japonica OX=39947 GN=OsJ_18574 PE=4 SV=1,1.011,1.03,1.165,1.05,1.063,0.991,0.949,0.963,0.842,1.047,1.17,1.303,1.139,1.023,1.065,1.057,1.034,0.972
